Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId,LHP,LHH,RHP,RHH
2022,Jeimer Candelario,DET,115,345,314,66,41,16,2,7,7,26,23,1,85,6,2,0,7,0,0,0.21019108,13621,0,1,1,0
2022,Corey Seager,TEX,137,443,393,100,64,16,1,19,19,51,42,7,67,5,3,0,8,0,0,0.25445293,13624,0,1,1,0
2022,Joey Wendle,MIA,94,300,286,76,52,20,1,3,3,20,9,0,37,4,1,0,5,0,0,0.26573427,13853,0,1,1,0
2022,Joey Gallo,2 Tms,116,327,277,48,23,6,2,17,17,40,46,0,123,3,1,0,0,0,0,0.1732852,14128,0,1,1,0
2022,Daniel Vogelbach,2 Tms,123,377,314,82,45,18,1,18,18,52,62,2,93,0,1,0,8,0,0,0.2611465,14130,0,1,1,0
2022,Andrew Velazquez,LAA,94,232,212,36,25,4,0,7,7,19,10,0,87,3,2,5,1,0,0,0.16981132,14196,0,1,1,0
2022,Matt Olson,ATL,149,486,433,105,46,32,0,27,27,67,49,6,124,2,2,0,6,0,0,0.24249423,14344,0,1,1,0
2022,Raimel Tapia,TOR,125,365,346,92,66,17,3,6,6,41,14,0,59,0,0,3,12,0,0,0.26589595,14350,0,1,1,0
2022,Anthony Santander,BAL,146,469,417,92,53,17,0,22,22,62,37,1,79,12,3,0,11,0,0,0.2206235,14551,0,1,1,0
2022,Franchy Cordero,BOS,80,232,205,47,23,17,1,6,6,24,23,1,75,0,2,2,1,0,0,0.22926829,14567,0,1,1,0
2022,Harold Castro,DET,114,372,354,94,69,17,1,7,7,36,14,1,66,1,2,1,5,0,0,0.26553672,14691,0,1,1,0
2022,Mike Yastrzemski,SFG,142,421,362,82,41,27,1,13,13,45,51,0,100,3,5,0,2,0,0,0.22651934,14854,0,1,1,0
2022,Tony Kemp,OAK,144,472,424,101,71,22,2,6,6,38,37,0,50,6,2,3,5,0,0,0.23820755,14894,0,1,1,0
2022,Victor Caratini,MIL,85,191,165,36,22,8,0,6,6,26,22,1,37,2,1,1,6,0,0,0.21818182,14968,0,1,1,0
2022,Ryan McMahon,COL,135,425,380,96,57,20,2,17,17,49,41,0,116,3,1,0,5,0,0,0.25263158,15112,0,1,1,0
2022,Adam Frazier,SEA,150,447,403,100,80,14,4,2,2,31,35,1,54,1,5,3,10,0,0,0.24813896,15223,0,1,1,0
2022,Jeff McNeil,NYM,135,416,376,125,85,31,1,8,8,53,28,1,42,7,5,0,6,0,0,0.33244681,15362,0,1,1,0
2022,Victor Reyes,DET,82,244,231,60,42,12,3,3,3,24,8,0,58,3,2,0,4,0,0,0.25974026,15487,0,1,1,0
2022,J.P. Crawford,SEA,137,422,364,92,70,19,0,3,3,23,47,0,52,9,1,1,8,0,0,0.25274725,15491,0,1,1,0
2022,Reese McGuire,2 Tms,81,227,207,56,40,12,1,3,3,18,10,0,44,3,3,4,4,0,0,0.2705314,15674,0,1,1,0
2022,Rowdy Tellez,MIL,150,465,414,92,40,21,0,31,31,78,45,9,87,4,2,0,17,0,0,0.22222222,15679,0,1,1,0
2022,Cody Bellinger,LAD,133,390,354,74,38,17,2,17,17,48,30,0,106,2,4,0,5,0,0,0.20903955,15998,0,1,1,0
2022,Nick Gordon,MIN,121,352,325,94,57,25,4,8,8,42,14,1,85,7,4,2,7,0,0,0.28923077,16337,0,1,1,0
2022,Francisco Mejia,TBR,79,211,202,40,23,12,0,5,5,16,6,0,56,2,1,0,3,0,0,0.1980198,16403,0,1,1,0
2022,Luis Guillorme,NYM,86,239,213,63,52,8,1,2,2,12,23,1,33,1,0,2,11,0,0,0.29577465,16451,0,1,1,0
2022,Kyle Schwarber,PHI,135,440,380,88,35,15,2,36,36,64,56,3,130,3,1,0,6,0,0,0.23157895,16478,0,1,1,0
2022,Jonah Heim,TEX,116,318,286,60,38,12,0,10,10,28,30,0,69,0,2,0,7,0,0,0.20979021,16930,0,1,1,0
2022,Alex Verdugo,BOS,146,474,439,125,86,29,0,10,10,54,28,2,62,2,5,0,11,0,0,0.28473804,17027,0,1,1,0
2022,Yoan Moncada,CHW,101,339,314,64,42,14,0,8,8,38,21,1,92,2,1,1,3,0,0,0.20382166,17232,0,1,1,0
2022,Willi Castro,DET,98,269,245,58,41,11,1,5,5,18,14,0,62,7,2,1,2,0,0,0.23673469,17338,0,1,1,0
2022,Rafael Devers,BOS,134,452,404,123,68,31,1,23,23,62,43,11,72,3,2,0,9,0,0,0.30445545,17350,0,1,1,0
2022,Vimael Machin,OAK,72,237,210,47,34,12,0,1,1,12,23,0,44,2,2,0,5,0,0,0.22380952,17684,0,1,1,0
2022,Andrew Benintendi,2 Tms,112,370,327,104,78,20,2,4,4,43,37,0,58,1,5,0,5,0,0,0.31804281,17901,0,1,1,0
2022,Ian Happ,CHC,152,502,443,115,66,33,1,15,15,56,51,4,110,4,4,0,8,0,0,0.25959368,17919,0,1,1,0
2022,Cedric Mullins,BAL,146,475,426,119,77,27,3,12,12,49,36,2,78,6,5,0,3,0,0,0.27934272,17929,0,1,1,0
2022,Jake Cronenworth,SDP,149,473,406,98,62,22,3,11,11,62,51,3,83,8,5,0,1,0,0,0.24137931,18036,0,1,1,0
2022,LaMonte Wade Jr.,SFG,75,218,187,42,26,7,1,8,8,22,24,0,44,5,0,2,0,0,0,0.22459893,18126,0,1,1,0
2022,Seth Brown,OAK,145,456,408,99,52,22,3,22,22,61,45,3,116,2,1,0,6,0,0,0.24264706,18171,0,1,1,0
2022,Kyle Tucker,HOU,135,386,338,93,55,20,1,17,17,60,44,4,63,1,1,0,8,0,0,0.27514793,18345,0,1,1,0
2022,Trent Grisham,SDP,133,390,333,59,33,12,2,12,12,40,48,1,115,5,1,3,2,0,0,0.17717718,18564,0,1,1,0
2022,Luis Arraez,MIN,142,479,434,143,108,29,0,6,6,42,40,2,34,2,3,0,6,0,0,0.32949309,18568,0,1,1,0
2022,Jared Walsh,LAA,111,336,313,69,42,14,1,12,12,33,20,4,104,3,0,0,3,0,0,0.22044728,18607,0,1,1,0
2022,Josh Naylor,CLE,115,371,339,96,53,24,0,19,19,68,24,4,46,4,4,0,8,0,0,0.28318584,18839,0,1,1,0
2022,Brandon Lowe,TBR,64,218,189,40,25,9,1,5,5,16,26,0,48,3,0,0,1,0,0,0.21164021,18882,0,1,1,0
2022,Leody Taveras,TEX,87,242,223,58,41,11,2,4,4,25,14,0,60,2,2,1,2,0,0,0.26008969,18900,0,1,1,0
2022,Cavan Biggio,TOR,91,255,217,46,24,16,1,5,5,18,33,0,65,4,0,1,2,0,0,0.21198157,19252,0,1,1,0
2022,Jake Fraley,CIN,67,216,188,52,32,9,0,11,11,25,24,1,46,2,2,0,1,0,0,0.27659574,19260,0,1,1,0
2022,Bryan Reynolds,PIT,140,443,388,100,62,14,4,20,20,44,41,4,103,12,2,0,10,0,0,0.25773196,19326,0,1,1,0
2022,Yadiel Hernandez,WSN,92,272,252,68,46,13,0,9,9,34,17,0,62,1,2,0,7,0,0,0.26984127,19334,0,1,1,0
2022,Nicky Lopez,KCR,128,355,325,76,61,12,3,0,0,14,23,0,48,1,0,6,4,0,0,0.23384615,19339,0,1,1,0
2022,Tommy Edman,STL,141,468,425,111,80,20,3,8,8,39,37,0,84,4,1,1,7,0,0,0.26117647,19470,0,1,1,0
2022,TJ Friedl,CIN,68,236,207,48,28,9,4,7,7,20,17,0,38,6,6,0,3,0,0,0.23188406,19522,0,1,1,0
2022,Yordan Alvarez,HOU,124,369,308,92,47,16,2,27,27,64,53,9,69,4,4,0,8,0,0,0.2987013,19556,0,1,1,0
2022,Nathaniel Lowe,TEX,141,434,399,115,78,18,2,17,17,47,34,2,106,1,0,0,7,0,0,0.28822055,19566,0,1,1,0
2022,Keibert Ruiz,WSN,110,327,301,77,52,18,0,7,7,26,22,0,40,4,0,0,7,0,0,0.25581395,19610,0,1,1,0
2022,Josh Rojas,ARI,116,381,332,92,63,21,1,7,7,44,41,2,63,1,5,2,3,0,0,0.27710843,19734,0,1,1,0
2022,Shohei Ohtani,LAA,143,438,381,106,56,21,4,25,25,68,53,13,101,3,1,0,5,0,0,0.27821522,19755,0,1,1,0
2022,Abraham Toro,SEA,95,235,219,39,20,9,1,9,9,29,13,1,46,1,2,0,4,0,0,0.17808219,19844,0,1,1,0
2022,Luis Rengifo,LAA,119,338,323,76,52,15,3,6,6,30,12,0,61,3,0,0,9,0,0,0.23529412,19858,0,1,1,0
2022,Pavin Smith,ARI,72,211,183,40,26,6,0,8,8,29,26,1,47,0,2,0,1,0,0,0.21857923,19892,0,1,1,0
2022,Gavin Sheets,CHW,119,365,336,84,52,17,0,15,15,47,23,0,73,3,3,0,8,0,0,0.25,19901,0,1,1,0
2022,Jesus Sanchez,MIA,90,288,258,59,30,13,3,13,13,33,26,0,68,3,1,0,7,0,0,0.22868217,19913,0,1,1,0
2022,Daulton Varsho,ARI,142,463,409,98,52,18,2,26,26,61,43,0,109,5,4,1,6,0,0,0.2396088,19918,0,1,1,0
2022,Andres Gimenez,CLE,140,429,378,108,71,21,3,13,13,55,27,4,91,20,3,1,8,0,0,0.28571429,19950,0,1,1,0
2022,Gavin Lux,LAD,123,362,322,90,63,16,6,5,5,31,37,0,69,0,3,0,3,0,0,0.27950311,19955,0,1,1,0
2022,Juan Soto,2 Tms,138,428,329,86,45,20,1,20,20,39,97,6,56,1,0,0,4,0,0,0.26139818,20123,0,1,1,0
2022,Dylan Carlson,STL,112,347,304,63,36,19,3,5,5,27,34,1,63,5,4,0,5,0,0,0.20723684,20126,0,1,1,0
2022,Brandon Marsh,2 Tms,129,356,328,86,56,17,4,9,9,45,23,1,114,3,2,0,4,0,0,0.26219512,20202,0,1,1,0
2022,Luis Gonzalez,SFG,92,243,213,58,38,15,2,3,3,29,23,1,47,3,4,0,4,0,0,0.27230047,20332,0,1,1,0
2022,Luis Garcia,WSN,89,276,262,76,51,17,2,6,6,37,9,1,56,1,4,0,3,0,0,0.29007634,20391,0,1,1,0
2022,Jazz Chisholm Jr.,MIA,58,202,178,49,25,7,4,13,13,40,20,0,55,1,2,0,0,0,0,0.2752809,20454,0,1,1,0
2022,Lars Nootbaar,STL,95,278,235,51,25,11,2,13,13,31,39,1,58,1,3,0,2,0,0,0.21702128,21454,0,1,1,0
2022,Cal Raleigh,SEA,111,315,285,60,23,13,0,24,24,49,25,0,92,2,3,0,4,0,0,0.21052632,21534,0,1,1,0
2022,Alfonso Rivas,CHC,88,255,222,57,47,5,2,3,3,24,27,1,69,4,1,1,1,0,0,0.25675676,21560,0,1,1,0
2022,Kyle Isbel,KCR,76,223,207,44,26,9,4,5,5,22,12,0,60,2,2,0,5,0,0,0.21256039,21614,0,1,1,0
2022,Jake McCarthy,ARI,88,250,225,64,45,11,3,5,5,31,17,0,54,4,1,3,2,0,0,0.28444444,21622,0,1,1,0
2022,Oneil Cruz,PIT,82,250,230,61,34,11,2,14,14,43,20,1,67,0,0,0,2,0,0,0.26521739,21711,0,1,1,0
2022,Rodolfo Castro,PIT,67,192,172,37,27,4,1,5,5,14,18,0,57,1,1,0,3,0,0,0.21511628,21987,0,1,1,0
2022,MJ Melendez,KCR,120,408,348,67,37,14,2,14,14,48,55,1,109,0,5,0,2,0,0,0.19252874,22197,0,1,1,0
2022,Jack Suwinski,PIT,94,261,228,54,30,10,0,14,14,30,30,1,78,2,1,0,2,0,0,0.23684211,22244,0,1,1,0
2022,Nolan Gorman,STL,88,290,264,60,35,11,0,14,14,33,24,0,95,2,0,0,2,0,0,0.22727273,22263,0,1,1,0
2022,Taylor Walls,TBR,115,329,291,51,30,12,2,7,7,24,32,0,89,1,2,2,5,0,0,0.17525773,22458,0,1,1,0
2022,Geraldo Perdomo,ARI,135,354,300,53,39,7,2,5,5,34,37,0,82,5,2,10,0,0,0,0.17666667,22799,0,1,1,0
2022,Wander Franco,TBR,77,273,245,66,43,17,2,4,4,24,24,1,25,0,4,0,3,0,0,0.26938776,23667,0,1,1,0
2022,Alek Thomas,ARI,104,315,290,70,46,16,1,7,7,33,18,0,57,3,4,0,4,0,0,0.24137931,23792,0,1,1,0
2022,Steven Kwan,CLE,137,498,433,131,97,21,7,6,6,41,56,2,39,5,3,1,3,0,0,0.30254042,24610,0,1,1,0
2022,Brendan Donovan,STL,117,391,330,93,69,18,1,5,5,37,46,1,63,13,2,0,6,0,0,0.28181818,24679,0,1,1,0
2022,CJ Abrams,2 Tms,74,210,195,56,43,10,1,2,2,15,5,0,29,6,2,2,4,0,0,0.28717949,25768,0,1,1,0
2022,Michael Harris II,ATL,108,306,288,93,55,19,2,17,17,47,14,0,66,4,0,0,6,0,0,0.32291667,25931,0,1,1,0
2022,Riley Greene,DET,89,299,267,62,44,10,3,5,5,31,28,0,87,2,2,0,4,0,0,0.23220974,25976,0,1,1,0
2022,Adley Rutschman,BAL,109,355,300,84,42,29,1,12,12,37,49,0,60,4,2,0,2,0,0,0.28,26288,0,1,1,0
2022,Bryson Stott,PHI,118,356,328,74,53,12,1,8,8,35,25,0,59,1,1,1,3,0,0,0.22560976,26294,0,1,1,0
2022,JJ Bleday,MIA,64,195,161,27,13,8,2,4,4,15,30,0,54,2,2,0,4,0,0,0.16770186,26368,0,1,1,0
2022,Josh H. Smith,TEX,71,211,179,38,32,5,0,1,1,12,24,0,45,4,2,2,1,0,0,0.2122905,26396,0,1,1,0
2022,Vinnie Pasquantino,KCR,70,233,204,57,40,7,0,10,10,22,25,1,28,3,1,0,4,0,0,0.27941176,27676,0,1,1,0
2022,Albert Pujols,STL,80,220,193,43,24,8,0,11,11,38,18,0,36,7,2,0,7,0,0,0.22279793,1177,0,0,1,1
2022,Miguel Cabrera,DET,107,322,300,73,60,9,0,4,4,29,16,1,78,3,3,0,8,0,0,0.24333333,1744,0,0,1,1
2022,Nelson Cruz,WSN,115,332,299,68,52,11,0,5,5,37,30,0,89,0,1,0,10,0,0,0.22742475,2434,0,0,1,1
2022,Tommy Pham,2 Tms,140,468,415,93,64,17,1,11,11,42,42,0,130,7,4,0,15,0,0,0.22409639,2967,0,0,1,1
2022,Giancarlo Stanton,NYY,101,334,295,65,35,5,0,25,25,57,37,2,104,0,2,0,4,0,0,0.22033898,4949,0,0,1,1
2022,Josh Donaldson,NYY,129,424,372,83,51,21,0,11,11,48,40,0,124,7,5,0,10,0,0,0.22311828,5038,0,0,1,1
2022,Justin Turner,LAD,117,384,337,94,54,30,0,10,10,60,37,0,61,4,6,0,11,0,0,0.27893175,5235,0,0,1,1
2022,Jose Altuve,HOU,132,442,386,110,68,24,0,18,18,36,46,1,64,9,1,0,10,0,0,0.28497409,5417,0,0,1,1
2022,Avisail Garcia,MIA,94,312,293,66,51,9,0,6,6,30,13,0,85,4,2,0,11,0,0,0.22525597,5760,0,0,1,1
2022,Wilmer Flores,SFG,140,394,349,80,49,17,1,13,13,51,38,0,68,4,3,0,7,0,0,0.22922636,5827,0,0,1,1
2022,Jean Segura,PHI,95,273,251,67,58,4,0,5,5,22,16,0,43,6,0,0,10,0,0,0.26693227,5933,0,0,1,1
2022,J.D. Martinez,BOS,135,459,414,108,70,27,0,11,11,43,35,0,114,5,4,0,17,0,0,0.26086957,6184,0,0,1,1
2022,Martin Maldonado,HOU,102,269,245,43,27,9,0,7,7,24,14,0,87,6,2,2,4,0,0,0.1755102,6887,0,0,1,1
2022,Yadier Molina,STL,69,204,199,40,29,7,0,4,4,16,3,0,30,1,1,0,9,0,0,0.20100503,7007,0,0,1,1
2022,Salvador Perez,KCR,108,354,337,83,51,13,1,18,18,58,10,0,79,5,2,0,9,0,0,0.2462908,7304,0,0,1,1
2022,Travis d'Arnaud,ATL,104,330,305,75,42,19,1,13,13,43,16,0,75,9,0,0,9,0,0,0.24590164,7739,0,0,1,1
2022,Miguel Rojas,MIA,134,376,350,85,65,13,2,5,5,31,19,0,47,3,3,1,10,0,0,0.24285714,7802,0,0,1,1
2022,Josh Harrison,CHW,110,327,298,77,54,16,1,6,6,22,14,0,56,11,2,2,4,0,0,0.25838926,8202,0,0,1,1
2022,Donovan Solano,CIN,74,215,195,54,42,9,0,3,3,13,15,1,46,3,2,0,4,0,0,0.27692308,8623,0,0,1,1
2022,Elvis Andrus,2 Tms,136,420,390,92,59,23,0,10,10,37,27,0,68,3,0,0,8,0,0,0.23589744,8709,0,0,1,1
2022,Paul Goldschmidt,STL,146,514,449,132,79,29,0,24,25,86,56,0,116,4,4,0,7,0,0,0.29398664,9218,0,0,1,1
2022,Starling Marte,NYM,112,352,327,94,64,16,5,9,9,45,14,0,62,11,0,0,15,0,0,0.28746177,9241,0,0,1,1
2022,AJ Pollock,CHW,123,394,363,84,63,17,1,3,3,31,27,0,75,1,3,0,7,0,0,0.23140496,9256,0,0,1,1
2022,Yan Gomes,CHC,72,204,194,45,31,10,0,4,4,20,5,0,35,3,2,0,12,0,0,0.23195876,9627,0,0,1,1
2022,Christian Vazquez,2 Tms,111,318,296,78,58,14,0,6,6,39,16,0,53,3,3,0,7,0,0,0.26351351,9774,0,0,1,1
2022,Nolan Arenado,STL,144,496,445,135,80,36,0,19,19,78,41,2,60,6,4,0,9,0,0,0.30337079,9777,0,0,1,1
2022,Andrew McCutchen,MIL,129,415,370,90,65,15,0,10,10,50,40,1,85,3,2,0,7,0,0,0.24324324,9847,0,0,1,1
2022,DJ LeMahieu,NYY,119,397,344,87,65,14,0,8,8,35,49,0,52,2,2,0,8,0,0,0.25290698,9874,0,0,1,1
2022,Darin Ruf,2 Tms,92,205,176,33,25,6,0,2,2,18,25,0,58,2,2,0,4,0,0,0.1875,9929,0,0,1,1
2022,Christian Bethancourt,2 Tms,77,203,199,50,30,12,0,8,8,21,3,0,51,0,0,1,4,0,0,0.25125628,10028,0,0,1,1
2022,Wil Myers,SDP,69,186,170,44,31,12,0,1,1,19,13,1,56,1,2,0,6,0,0,0.25882353,10047,0,0,1,1
2022,Max Stassi,LAA,90,246,216,41,24,8,1,8,8,23,28,0,82,1,1,0,5,0,0,0.18981481,10059,0,0,1,1
2022,Mike Trout,LAA,116,361,322,88,38,17,2,31,31,61,33,4,108,5,1,0,4,0,0,0.27329193,10155,0,0,1,1
2022,Jose Iglesias,COL,104,309,290,84,67,16,0,1,1,29,13,0,35,5,1,0,9,0,0,0.28965517,10231,0,0,1,1
2022,Randal Grichuk,COL,124,358,334,78,60,9,1,8,8,36,17,0,86,6,1,0,7,0,0,0.23353293,10243,0,0,1,1
2022,Marcell Ozuna,ATL,116,361,335,79,40,17,0,22,22,48,21,0,87,1,4,0,9,0,0,0.2358209,10324,0,0,1,1
2022,Enrique Hernandez,BOS,89,302,276,61,41,18,0,2,2,36,20,0,48,2,4,0,11,0,0,0.22101449,10472,0,0,1,1
2022,Gio Urshela,MIN,128,390,353,100,73,15,1,11,11,51,30,0,67,2,5,0,14,0,0,0.28328612,10681,0,0,1,1
2022,Adam Duvall,ATL,77,237,214,44,27,10,1,6,6,24,16,0,78,5,2,0,1,0,0,0.20560748,10950,0,0,1,1
2022,Jonathan Schoop,DET,125,388,368,76,48,18,1,9,9,28,14,0,81,5,1,0,10,0,0,0.20652174,11265,0,0,1,1
2022,Whit Merrifield,2 Tms,125,392,361,92,68,17,1,6,6,39,26,0,65,0,5,0,7,0,0,0.25484765,11281,0,0,1,1
2022,Jesus Aguilar,2 Tms,124,384,352,87,58,16,0,13,13,42,20,0,84,3,4,0,7,0,0,0.24715909,11342,0,0,1,1
2022,Gary Sanchez,MIN,116,345,310,68,35,20,0,13,13,48,25,0,99,6,4,0,8,0,0,0.21935484,11442,0,0,1,1
2022,Mark Canha,NYM,125,351,296,83,60,16,0,7,7,38,29,0,63,23,3,0,2,0,0,0.28040541,11445,0,0,1,1
2022,Michael A. Taylor,KCR,113,321,292,76,61,8,2,5,5,30,23,0,76,2,3,1,2,0,0,0.26027397,11489,0,0,1,1
2022,Manny Machado,SDP,144,460,416,130,77,32,1,20,20,80,42,6,100,1,1,0,6,0,0,0.3125,11493,0,0,1,1
2022,Willson Contreras,CHC,109,364,311,78,47,16,1,14,14,41,35,0,79,17,1,0,10,0,0,0.25080386,11609,0,0,1,1
2022,Brandon Drury,2 Tms,127,413,371,92,55,19,2,16,16,61,32,0,83,7,3,0,8,0,0,0.24797844,11615,0,0,1,1
2022,Elias Diaz,COL,91,241,218,43,26,11,1,5,5,35,19,0,56,1,3,0,4,0,0,0.19724771,11680,0,0,1,1
2022,Nick Castellanos,PHI,130,428,402,102,68,23,0,11,11,54,22,0,105,3,1,0,11,0,0,0.25373134,11737,0,0,1,1
2022,J.T. Realmuto,PHI,127,399,363,102,63,20,2,17,17,62,27,1,78,6,3,0,6,0,0,0.28099174,11739,0,0,1,1
2022,Jon Berti,MIA,93,314,276,67,52,10,3,2,2,20,34,0,63,3,1,0,6,0,0,0.24275362,12037,0,0,1,1
2022,Xander Bogaerts,BOS,144,486,434,124,86,27,0,11,11,52,37,1,95,9,6,0,12,0,0,0.28571429,12161,0,0,1,1
2022,Maikel Franco,WSN,95,271,263,59,41,10,0,8,8,29,5,0,47,1,2,0,11,0,0,0.2243346,12179,0,0,1,1
2022,Jorge Alfaro,SDP,73,203,189,45,29,13,0,3,3,30,7,0,68,4,3,0,2,0,0,0.23809524,12180,0,0,1,1
2022,Marcus Semien,TEX,156,518,477,118,73,22,3,20,20,64,31,0,85,2,8,0,7,0,0,0.24737945,12533,0,0,1,1
2022,C.J. Cron,COL,139,435,397,111,67,24,1,19,19,65,27,2,108,7,3,0,10,0,0,0.27959698,12546,0,0,1,1
2022,Eugenio Suarez,SEA,149,476,413,93,54,15,1,23,23,64,52,0,154,7,4,0,6,0,0,0.2251816,12552,0,0,1,1
2022,Trevor Story,BOS,91,299,270,63,36,17,0,10,10,44,23,1,89,2,4,0,8,0,0,0.23333333,12564,0,0,1,1
2022,George Springer,TOR,127,452,398,108,67,19,3,19,19,58,40,0,77,6,4,0,6,0,0,0.27135678,12856,0,0,1,1
2022,Austin Hedges,CLE,94,255,226,38,30,3,0,5,5,19,15,0,60,5,1,8,8,0,0,0.16814159,12976,0,0,1,1
2022,Javier Baez,DET,136,446,419,91,59,18,2,12,12,43,20,0,117,6,1,0,12,0,0,0.21718377,12979,0,0,1,1
2022,Teoscar Hernandez,TOR,126,438,408,107,63,26,1,17,17,57,28,0,125,2,0,0,16,0,0,0.2622549,13066,0,0,1,1
2022,Christian Walker,ARI,158,508,445,105,59,16,1,29,29,76,50,0,101,7,6,0,11,0,0,0.23595506,13419,0,0,1,1
2022,Patrick Wisdom,CHC,123,393,345,66,31,20,0,15,15,46,41,0,133,5,2,0,6,0,0,0.19130435,13602,0,0,1,1
2022,Mookie Betts,LAD,133,465,416,106,52,28,2,24,24,53,38,0,77,8,3,0,7,0,0,0.25480769,13611,0,0,1,1
2022,Carson Kelly,ARI,81,220,195,43,31,7,0,5,5,19,20,0,42,2,3,0,6,0,0,0.22051282,13620,0,0,1,1
2022,Tyrone Taylor,MIL,103,273,253,60,32,14,2,12,12,37,13,0,68,4,3,0,9,0,0,0.23715415,13675,0,0,1,1
2022,Jacob Stallings,MIA,103,310,284,64,50,10,0,4,4,30,20,0,68,5,1,0,12,0,0,0.22535211,13723,0,0,1,1
2022,Tomas Nido,NYM,73,190,172,39,29,9,0,1,1,16,7,0,48,1,2,8,11,0,0,0.22674419,13755,0,0,1,1
2022,Chris Taylor,LAD,109,319,283,66,38,18,2,8,8,34,28,0,109,5,3,0,1,0,0,0.23321555,13757,0,0,1,1
2022,Matt Reynolds,CIN,71,186,171,45,36,6,1,2,2,17,13,0,53,1,1,0,6,0,0,0.26315789,13788,0,0,1,1
2022,Eric Haase,DET,92,227,209,50,29,10,1,10,10,31,15,0,61,1,2,0,6,0,0,0.23923445,14111,0,0,1,1
2022,Byron Buxton,MIN,86,268,237,50,21,8,3,18,18,36,24,0,80,6,1,0,0,0,0,0.21097046,14161,0,0,1,1
2022,Carlos Correa,MIN,132,430,388,112,85,11,0,16,16,46,37,1,93,3,2,0,15,0,0,0.28865979,14162,0,0,1,1
2022,Jorge Soler,MIA,71,237,211,44,25,12,0,7,7,21,24,0,71,2,0,0,6,0,0,0.20853081,14221,0,0,1,1
2022,Harold Ramirez,TBR,109,314,292,81,58,19,0,4,4,41,10,0,56,8,4,0,2,0,0,0.27739726,14387,0,0,1,1
2022,Franmil Reyes,2 Tms,112,366,340,76,51,13,1,11,11,38,22,0,124,2,2,0,10,0,0,0.22352941,14566,0,0,1,1
2022,Manuel Margot,TBR,86,276,258,65,47,14,1,3,3,34,16,1,62,1,1,0,5,0,0,0.25193798,14712,0,0,1,1
2022,Luke Voit,2 Tms,129,397,356,88,54,14,0,20,20,54,33,0,118,3,5,0,9,0,0,0.24719101,14811,0,0,1,1
2022,Kyle Farmer,CIN,140,425,387,91,70,15,0,6,6,43,20,0,73,12,4,2,16,0,0,0.23514212,14813,0,0,1,1
2022,Adam Engel,CHW,76,183,174,45,34,9,1,1,1,12,6,0,53,3,0,0,2,0,0,0.25862069,15082,0,0,1,1
2022,Hunter Dozier,KCR,116,358,335,77,48,18,1,10,10,31,21,0,86,1,1,0,11,0,0,0.22985075,15117,0,0,1,1
2022,Trey Mancini,2 Tms,136,400,348,84,53,17,0,14,14,49,39,2,98,8,5,0,11,0,0,0.24137931,15149,0,0,1,1
2022,Tim Anderson,CHW,78,290,274,77,62,11,0,4,4,20,11,1,47,5,0,0,8,0,0,0.2810219,15172,0,0,1,1
2022,Chad Pinder,OAK,85,221,211,46,30,11,0,5,5,19,9,0,73,0,0,0,5,0,0,0.21800948,15191,0,0,1,1
2022,Garrett Cooper,MIA,113,368,322,87,51,26,2,8,8,39,32,0,91,10,4,0,6,0,0,0.27018634,15279,0,0,1,1
2022,Frank Schwindel,CHC,69,212,195,46,32,9,0,5,5,28,15,1,41,0,2,0,9,0,0,0.23589744,15351,0,0,1,1
2022,Hunter Renfroe,MIL,124,382,354,90,49,19,1,21,21,56,23,0,89,2,1,2,8,0,0,0.25423729,15464,0,0,1,1
2022,Amed Rosario,CLE,147,511,488,136,106,15,8,7,7,55,17,0,81,3,3,0,14,0,0,0.27868852,15518,0,0,1,1
2022,Aaron Judge,NYY,152,529,435,140,69,23,0,48,48,96,85,12,125,5,2,0,9,0,0,0.32183908,15640,0,0,1,1
2022,Jose Abreu,CHW,155,542,482,148,106,31,0,11,11,58,45,2,81,11,4,0,12,0,0,0.30705394,15676,0,0,1,1
2022,Tyler O'Neill,STL,86,292,256,56,36,9,1,10,10,45,28,0,84,2,6,0,8,0,0,0.21875,15711,0,0,1,1
2022,Yonathan Daza,COL,93,267,240,67,53,12,0,2,2,22,20,0,44,4,2,1,7,0,0,0.27916667,15794,0,0,1,1
2022,Aledmys Diaz,HOU,80,228,215,50,32,10,0,8,8,28,9,0,39,2,2,0,7,0,0,0.23255814,15937,0,0,1,1
2022,Austin Nola,SDP,95,253,217,50,40,9,0,1,1,23,25,0,43,4,6,1,4,0,0,0.23041475,15941,0,0,1,1
2022,Willy Adames,MIL,135,449,411,100,55,19,0,26,26,78,33,0,116,1,4,0,9,0,0,0.243309,15986,0,0,1,1
2022,J.D. Davis,2 Tms,84,182,159,40,25,9,0,6,6,18,17,0,60,4,2,0,6,0,0,0.25157233,16219,0,0,1,1
2022,Trea Turner,LAD,155,525,484,144,100,30,3,11,11,71,34,0,93,1,4,0,7,0,0,0.29752066,16252,0,0,1,1
2022,Thairo Estrada,SFG,127,370,336,84,62,14,1,7,7,39,20,0,61,11,3,0,5,0,0,0.25,16426,0,0,1,1
2022,Christian Arroyo,BOS,71,203,192,54,39,11,0,4,4,24,8,2,28,2,0,1,6,0,0,0.28125,16434,0,0,1,1
